t_ms,Flex1,Flex2,Flex3,Flex4,Flex5,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pitch,Roll,Sign
1357075,2565,1880,2503,2567,2356,0,0,0,0,0,0,0,0,S
1357086,2568,1886,2507,2571,2365,0,0,0,0,0,0,0,0,S
1357120,2563,1880,2495,2570,2367,0,0,0,0,0,0,0,0,S
1357131,2574,1882,2504,2569,2363,0,0,0,0,0,0,0,0,S
1357165,2570,1884,2493,2566,2347,0,0,0,0,0,0,0,0,S
1357176,2568,1888,2505,2581,2365,0,0,0,0,0,0,0,0,S
1357210,2568,1882,2507,2561,2359,0,0,0,0,0,0,0,0,S
1357221,2572,1892,2501,2573,2343,0,0,0,0,0,0,0,0,S
1357255,2568,1881,2501,2576,2354,0,0,0,0,0,0,0,0,S
1357266,2560,1867,2512,2576,2364,0,0,0,0,0,0,0,0,S
1357300,2578,1891,2504,2567,2360,0,0,0,0,0,0,0,0,S
1357311,2575,1867,2505,2563,2355,0,0,0,0,0,0,0,0,S
1357345,2564,1890,2499,2561,2356,0,0,0,0,0,0,0,0,S
1357356,2567,1871,2497,2565,2368,0,0,0,0,0,0,0,0,S
1357391,2570,1896,2496,2565,2361,0,0,0,0,0,0,0,0,S
1357401,2562,1894,2505,2564,2351,0,0,0,0,0,0,0,0,S
1357435,2568,1889,2500,2562,2344,0,0,0,0,0,0,0,0,S
1357446,2575,1888,2496,2573,2344,0,0,0,0,0,0,0,0,S
1357480,2558,1868,2508,2574,2365,0,0,0,0,0,0,0,0,S
1357491,2559,1929,2494,2580,2376,0,0,0,0,0,0,0,0,S
1357525,2573,1896,2502,2568,2362,0,0,0,0,0,0,0,0,S
1357536,2569,1873,2503,2563,2354,0,0,0,0,0,0,0,0,S
1357570,2565,1894,2513,2569,2364,0,0,0,0,0,0,0,0,S
1357581,2561,1840,2505,2574,2363,0,0,0,0,0,0,0,0,S
1357615,2578,1879,2507,2570,2368,0,0,0,0,0,0,0,0,S
1357626,2571,1869,2503,2560,2349,0,0,0,0,0,0,0,0,S
1357660,2571,1877,2511,2571,2347,0,0,0,0,0,0,0,0,S
1357671,2561,1879,2511,2569,2351,0,0,0,0,0,0,0,0,S
1357705,2562,1887,2502,2557,2345,0,0,0,0,0,0,0,0,S
1357716,2571,1872,2491,2573,2345,0,0,0,0,0,0,0,0,S
1357750,2567,1894,2504,2573,2373,0,0,0,0,0,0,0,0,S
1357761,2557,1856,2499,2577,2357,0,0,0,0,0,0,0,0,S
1357795,2565,1863,2506,2569,2358,0,0,0,0,0,0,0,0,S
1357806,2581,1882,2512,2569,2357,0,0,0,0,0,0,0,0,S
1357840,2563,1887,2512,2572,2358,0,0,0,0,0,0,0,0,S
1357851,2575,1888,2509,2576,2365,0,0,0,0,0,0,0,0,S
